stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6503712,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,6,28,6,1410020151,path_fly_mid_centurion_902,path_grd_mid_small_012,,path_grd_mid_small_012,,path_fly_mid_elite2_808,4.0,path_grd_close_small_048,4.0,path_fly_mid_small_036,,path_grd_mid_small_011,,,,1410020151,Normal,,,,,,,3220050151.0,Normal,3220050151.0,Normal,3220050151.0,Normal,3220050151.0,Normal,1120010151.0,Drop,1120010151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,1110010151.0,Dash,1110010151.0,Dash,1110010151.0,Dash,1310030251.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Drop,1210010151.0,Normal,1210010151.0,Normal,3110010151.0,Normal,3110010151.0,Normal,2120010151.0,Jump,2120010151.0,Jump,2120010151.0,Jump,2320030251.0,Jump,,,,,,,,
6503713,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,30,10,2,1310020151,path_fly_mid_small_018,path_fly_close_special_046,6.0,path_grd_close_small_013,6.0,path_fly_close_elite1_801,0.0,path_fly_mid_small_050,7.0,,,,,,,3210010151,Drop,3210010151.0,Drop,3210010151.0,Dash,3210010151.0,Dash,2210010151.0,Drop,1110010151.0,Drop,1110010151.0,Drop,1310030251.0,Drop,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,2210010151.0,Drop,1310020151.0,Drop,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,3210030151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503714,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,9,12,15,1320010151,path_grd_mid_small_055,path_grd_far_elite1_803,7.0,path_grd_mid_small_011,,path_grd_close_elite1_801,0.0,path_grd_far_small_074,6.0,,,,,,,1220060151,Drop,1220060151.0,Drop,1220060151.0,Drop,2220040151.0,Drop,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Drop,3320020251.0,Drop,3220010151.0,Dash,3220010151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,2220040151.0,Drop,1320010151.0,Drop,3220070151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503715,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,18,33,0,3310050151,path_grd_close_small_001,path_fly_mid_elite1_802,7.0,path_grd_close_small_051,,path_fly_mid_elite1_802,0.0,path_grd_close_small_042,,path_grd_mid_special_025,,,,,,3220030151,Jump,3220030151.0,Jump,3220030151.0,Dash,2220040151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3310050251.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,2220010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,3210030151.0,Drop,3310050151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,3120010151.0,Jump,3120010151.0,Jump,3120010151.0,Drop,3120010151.0,Drop,,,,,,,,,,,,,,,,
6503716,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,27,15,0,3320020151,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_043,4.0,path_grd_close_small_069,,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,,,,2220020151,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,3120010151.0,Jump,3120010151.0,Jump,3220070151.0,Drop,3320020251.0,Drop,3220010151.0,Dash,3220070151.0,Drop,3220010151.0,Dash,3220070151.0,Drop,3220050151.0,Jump,3220050151.0,Jump,3220050151.0,Jump,2220040151.0,Jump,1220040151.0,Dash,1220040151.0,Dash,3220070151.0,Drop,3320020151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,
6503717,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,0,42,0,1310010151,path_grd_mid_small_055,path_fly_mid_elite1_802,,path_grd_mid_small_043,8.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_034,10.0,path_grd_mid_small_046,8.0,,,,,3220030151,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010251.0,Dash,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010151.0,Dash,3220080151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,,,,,,,,,,,,,,,,
6503718,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,6,32,4,1310030151,path_fly_mid_small_018,path_fly_mid_special_047,6.0,path_grd_close_small_004,6.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,,,,2210020151,Dash,2210020151.0,Dash,2210020151.0,Drop,2210020151.0,Drop,3210010151.0,Dash,2110010151.0,Dash,2110010151.0,Dash,1310020251.0,Dash,3220040151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,1310030151.0,Drop,3210010151.0,Jump,3210010151.0,Jump,3210010151.0,Jump,1210040151.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
6503719,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,6,38,1,2310040151,path_grd_mid_small_052,path_fly_mid_elite1_802,6.0,path_fly_mid_small_050,,path_fly_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,,,,,,,2220010151,Dash,2220010151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,1310010251.0,Drop,1210010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,1210040151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,3120010151.0,Dash,3120010151.0,Dash,3220060151.0,Drop,3220020151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6503720,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,6,36,0,2320020151,path_grd_mid_small_002,path_grd_mid_elite1_802,5.0,path_grd_mid_small_049,10.0,path_grd_mid_elite2_805,0.0,path_grd_close_small_004,8.0,path_grd_mid_small_005,6.0,,,,,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,1220040151.0,Jump,1220040151.0,Dash,1220040151.0,Dash,3220060151.0,Drop,2320070251.0,Drop,1220040151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,1220040151.0,Drop,3220060151.0,Drop,2320070251.0,Drop,2320020151.0,Drop,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,,,,,,,,,,,,,,,,
6503721,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,0,18,24,3320020151,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,1120010151.0,Jump,1120010151.0,Jump,3220070151.0,Drop,3320020251.0,Drop,1220030151.0,Dash,3220070151.0,Drop,1220030151.0,Dash,3220070151.0,Drop,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Jump,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Drop,3320020151.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,
6503722,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,6,36,0,3320070151,path_grd_mid_small_055,path_grd_mid_elite2_805,,path_fly_mid_small_027,10.0,path_grd_mid_elite3_814,0.0,path_fly_mid_small_027,8.0,path_grd_mid_small_061,10.0,,,,,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3320070251.0,Dash,3320070251.0,Dash,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3220050151.0,Drop,3320070251.0,Jump,3320070251.0,Jump,3320070151.0,Jump,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,,,,,,,,,,,,,,,,
6503723,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,0,30,12,2320050151,path_grd_mid_small_002,path_grd_mid_special_065,6.0,path_grd_far_small_009,8.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_050,,,,,,,,3220050151,Drop,3220050151.0,Drop,3220050151.0,Dash,2220040151.0,Dash,3120010151.0,Drop,3120010151.0,Drop,3220050151.0,Drop,2320050251.0,Drop,3220070151.0,Jump,3220070151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,2220040151.0,Drop,2320050151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6503724,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_kraken,point_fly_kraken,sbg_oceanbbg004_001,Oceanbbg004,Day,ibg_oceanbbg004_001,0,1,0,1520340151,b_fly_kraken_01,,,,,,,,,,,,,,,1520340151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503725,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,16,26,0,3320010151,path_grd_mid_small_002,path_grd_mid_special_025,6.0,path_fly_mid_small_024,6.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,,,,3220050151,Dash,3220050151.0,Dash,3220050151.0,Drop,3220050151.0,Drop,3220040151.0,Drop,2120010151.0,Drop,2120010151.0,Drop,3320010251.0,Drop,3210010151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Drop,3320010151.0,Drop,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503726,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,6,45,0,3320070151,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_fly_mid_special_016,11.0,,,,,,,1220020151,Drop,1220020151.0,Drop,1220020151.0,Dash,1220020151.0,Dash,1120010151.0,Jump,1120010151.0,Jump,2220030151.0,Drop,3320070251.0,Drop,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,3210030151.0,Dash,1120010151.0,Dash,1120010151.0,Dash,2220030151.0,Drop,3320070151.0,Drop,1110010151.0,Drop,1110010151.0,Drop,2210020151.0,Drop,3210030151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6503727,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,0,40,2,1310030151,path_grd_mid_small_052,path_fly_mid_elite1_802,,path_fly_mid_small_050,8.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_052,8.0,path_fly_mid_small_050,7.0,,,,,2220030151,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Drop,1310030251.0,Drop,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Dash,3210020151.0,Drop,3210020151.0,Drop,1310010251.0,Drop,1310030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Dash,,,,,,,,,,,,,,,,
6503728,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,17,25,0,2320020151,path_grd_mid_small_002,path_grd_mid_elite1_802,5.0,path_grd_mid_small_049,10.0,path_grd_mid_elite2_805,0.0,path_grd_close_small_004,8.0,path_grd_mid_small_005,6.0,,,,,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,1220040151.0,Jump,1220040151.0,Dash,1220040151.0,Dash,3220060151.0,Drop,2320070251.0,Drop,1220040151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,1220040151.0,Drop,3220060151.0,Drop,2320070251.0,Drop,2320020151.0,Drop,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,,,,,,,,,,,,,,,,
6503729,wave_eventdungeon_014,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,0,45,3,1320030151,path_grd_mid_small_011,path_fly_mid_small_050,,path_grd_mid_elite2_805,10.0,path_grd_mid_small_043,,path_grd_mid_elite2_805,0.0,path_grd_mid_small_070,10.0,path_fly_mid_small_036,,,,1220020151,Drop,1220020151.0,Drop,1220020151.0,Drop,1220020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210030151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,2320050251.0,Drop,2320050251.0,Drop,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,2320050251.0,Drop,2320050251.0,Drop,1220020151.0,Drop,1220020151.0,Drop,1220020151.0,Drop,1320030151.0,Dash,3210020151.0,Drop,3210020151.0,Drop,3210030151.0,Drop,3210030151.0,Drop,,,,,,,,
6503730,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,0,18,24,3320020151,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,1120010151.0,Jump,1120010151.0,Jump,3220070151.0,Drop,3320020251.0,Drop,1220030151.0,Dash,3220070151.0,Drop,1220030151.0,Dash,3220070151.0,Drop,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Jump,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Drop,3320020151.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,
6503731,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,9,35,1,2310040151,path_fly_mid_small_018,path_grd_mid_elite1_802,,path_grd_mid_small_070,,path_fly_mid_small_033,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite1_802,8.0,,,,,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Drop,2320030251.0,Drop,2220010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220010151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210040151.0,Drop,2210010151.0,Dash,2210010151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,2120010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220050151.0,Drop,,,,,,,,,,,,,,,,
6503732,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,0,42,0,1310010151,path_grd_mid_small_055,path_fly_mid_elite1_802,,path_grd_mid_small_043,8.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_034,10.0,path_grd_mid_small_046,8.0,,,,,3220030151,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010251.0,Dash,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010151.0,Dash,3220080151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,,,,,,,,,,,,,,,,
6503733,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,0,42,0,3320070151,path_grd_mid_small_055,path_grd_mid_elite2_805,,path_fly_mid_small_027,10.0,path_grd_mid_elite3_814,0.0,path_fly_mid_small_027,8.0,path_grd_mid_small_061,10.0,,,,,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3320070251.0,Dash,3320070251.0,Dash,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3220050151.0,Drop,3320070251.0,Jump,3320070251.0,Jump,3320070151.0,Jump,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,,,,,,,,,,,,,,,,
6503734,wave_eventdungeon_014,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,18,37,11,1320030151,path_fly_close_small_001,path_grd_mid_elite2_805,,path_fly_far_elite2_809,,path_fly_mid_small_005,8.0,path_grd_mid_elite2_808,0.0,path_fly_mid_small_050,10.0,path_grd_mid_special_065,,path_fly_close_small_001,5.0,1210030151,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,2220020151.0,Dash,2220010151.0,Dash,1320060251.0,Drop,1320030251.0,Drop,1210010151.0,Drop,1210030151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,2220020151.0,Dash,2220010151.0,Dash,1320060251.0,Drop,1320030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,3210030151.0,Dash,3220060151.0,Dash,2220020151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop
6503735,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,0,24,18,1320010151,path_grd_mid_small_002,path_grd_far_elite1_803,6.0,path_grd_mid_small_055,10.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_070,7.0,path_grd_mid_small_043,6.0,,,,,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,2220040151.0,Dash,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Drop,1320010151.0,Drop,1220040151.0,Jump,1220050151.0,Jump,1220040151.0,Jump,2220040151.0,Dash,2220010151.0,Drop,1220050151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,,,,,,,,,,,,,,,,
6503736,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_kraken,point_fly_kraken,sbg_oceanbbg004_001,Oceanbbg004,Day,ibg_oceanbbg004_001,0,1,0,1520340151,b_fly_kraken_01,,,,,,,,,,,,,,,1520340151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503737,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503738,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503739,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503740,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503741,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503742,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
