stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6230829,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320020121.0,path_grd_close_elite1_801,1220060121,Dash,1220060121.0,Dash,2320030221.0,Drop,2220040121.0,Drop,path_grd_far_small_044,,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,1320010221.0,Dash,path_grd_close_small_013,8.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_fly_close_small_029,8.0,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,path_grd_close_elite1_801,1220060121.0,Jump,1220060121.0,Jump,2320030221.0,Drop,2220040121.0,Drop,42,0,15,0.0,path_grd_far_elite2_809,6.0,1220060121.0,Dash,3220070121.0,Dash,2320030221.0,Drop,3320020121.0,Drop,path_grd_close_small_048,5.0,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,,path_fly_close_small_035,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,
6230830,wave_tower_missilis_009,Campaign,180,2,False,False,point_grd_behemoth_01,point_fly_behemoth_01,sbg_desertmbg003_custom,Desertmbg001,Day,ibg_desert_001,3510030121.0,b_g_behemoth_01,3510030121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230831,wave_tower_missilis_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,3310040131.0,path_grd_mid_small_052,3220040131,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,path_fly_mid_special_047,7.0,1110010131.0,Jump,1110010131.0,Jump,2210010131.0,Drop,3310040231.0,Drop,path_grd_close_small_042,7.0,3220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,3310040131.0,Drop,path_grd_close_small_069,3220050131.0,Drop,3220050131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,12,30,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230832,wave_tower_missilis_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2320030131.0,path_grd_close_elite1_801,1220040131,Jump,1220040131.0,Jump,1220050131.0,Drop,2320030231.0,Drop,path_grd_close_small_013,7.0,1220040131.0,Dash,1220050131.0,Dash,1220040131.0,Dash,1220050131.0,Dash,path_grd_mid_small_049,6.0,1220040131.0,Drop,1220050131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,path_fly_close_small_041,7.0,1110010131.0,Drop,1110010131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,path_grd_mid_small_055,1220040131.0,Drop,1220040131.0,Drop,3220020131.0,Drop,2320030131.0,Drop,27,18,0,0.0,path_grd_close_small_042,4.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_fly_mid_small_030,,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230833,wave_tower_missilis_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320030131.0,path_grd_close_small_067,3220030131,Dash,3220030131.0,Dash,3220030131.0,Drop,2320020231.0,Drop,path_grd_mid_small_012,,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_small_046,4.0,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,path_grd_close_elite1_801,0.0,2120010131.0,Jump,2120010131.0,Jump,2220040131.0,Drop,3320050231.0,Drop,path_grd_mid_small_043,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,2320030131.0,Dash,30,18,0,6.0,path_grd_close_special_064,3.0,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230834,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,1310020131.0,path_fly_close_special_044,2110010131,Drop,2110010131.0,Drop,2210020131.0,Drop,2210030131.0,Drop,path_grd_mid_elite2_805,10.0,2220030131.0,Dash,2220030131.0,Dash,2320050231.0,Drop,2320050231.0,Drop,path_fly_mid_small_053,,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,path_fly_close_small_029,,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,3310050231.0,Jump,path_grd_close_elite1_801,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320040231.0,Drop,36,24,0,0.0,path_fly_mid_elite1_802,10.0,2210020131.0,Jump,3210030131.0,Jump,3310050231.0,Drop,1310020131.0,Drop,path_fly_close_small_029,4.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,3310050231.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230835,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2310010131.0,path_grd_mid_small_070,2220010131,Drop,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Normal,path_fly_mid_elite2_808,5.0,3210020131.0,Dash,3210020131.0,Dash,2310060231.0,Drop,2310010231.0,Drop,path_fly_mid_small_005,10.0,3210020131.0,Dash,1210030131.0,Dash,3210020131.0,Dash,1210030131.0,Dash,path_grd_mid_small_040,,3220050131.0,Drop,2220010131.0,Drop,3220050131.0,Drop,2220010131.0,Drop,path_fly_far_elite2_806,3210020131.0,Dash,1210030131.0,Dash,2310060231.0,Drop,2310010131.0,Drop,6,39,9,0.0,path_grd_close_small_069,8.0,2220010131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Dash,path_fly_mid_small_033,8.0,3210020131.0,Dash,1210030131.0,Dash,3210020131.0,Dash,2310060231.0,Dash,,path_fly_mid_small_024,1210030131.0,Dash,1210030131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,,,,,,,,,,,,,,,,,,,,,
6230836,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1310010131.0,path_grd_mid_small_002,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_elite1_802,5.0,3210010131.0,Drop,3210010131.0,Drop,3210050131.0,Drop,2310060231.0,Drop,path_fly_mid_small_024,8.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,path_fly_mid_elite2_805,0.0,3210010131.0,Drop,3210010131.0,Drop,2310060231.0,Drop,1310010131.0,Drop,path_fly_close_small_020,3210050131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,6,42,0,9.0,path_grd_mid_small_043,5.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_small_042,8.0,3210050131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230837,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320060131.0,path_grd_mid_small_068,1220020131,Drop,1220020131.0,Drop,1220020131.0,Drop,1220020131.0,Drop,path_grd_mid_elite2_808,,1220020131.0,Dash,1220020131.0,Dash,2320060231.0,Drop,3320040231.0,Drop,path_grd_close_small_007,8.0,1220020131.0,Dash,3220020131.0,Dash,1220020131.0,Dash,3220020131.0,Dash,path_grd_mid_small_008,,3220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,3220020131.0,Dash,path_grd_mid_elite3_814,1220020131.0,Dash,3320040231.0,Dash,3320040231.0,Drop,3320040231.0,Drop,15,36,0,0.0,path_grd_close_elite1_801,10.0,1220020131.0,Drop,3220020131.0,Drop,1220020131.0,Drop,2320060131.0,Drop,path_grd_mid_small_070,,3220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,2220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230838,wave_tower_missilis_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,1220060131,Jump,1220060131.0,Jump,2320070231.0,Drop,2220040131.0,Drop,path_grd_far_small_044,6.0,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_mid_special_025,4.0,1220060131.0,Jump,1220060131.0,Jump,3220070131.0,Drop,2220040131.0,Drop,path_fly_mid_elite1_802,2.0,1220060131.0,Drop,1220060131.0,Drop,2320070231.0,Drop,1310040231.0,Drop,path_fly_far_small_031,3220070131.0,Drop,3220070131.0,Drop,3220070131.0,Drop,2210030131.0,Drop,0,45,21,10.0,path_grd_mid_small_012,5.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,path_grd_mid_small_075,6.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,normal,path_grd_far_elite1_803,3220070131.0,Jump,3220070131.0,Jump,2220040131.0,Drop,2320070131.0,Drop,,,,,,,,,,,,,,,,,,,,,
6230839,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3320020131.0,path_grd_far_small_044,3220070131,Jump,2220040131.0,Jump,3220070131.0,Jump,1320010231.0,Jump,path_grd_far_elite1_803,2.0,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Drop,3320020231.0,Drop,path_grd_mid_small_055,2.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,path_grd_far_small_044,,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,1320010231.0,Dash,path_grd_mid_small_043,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,0,27,27,0.0,path_fly_mid_elite1_802,,2210020131.0,Jump,2210020131.0,Jump,3320020231.0,Drop,2310030231.0,Drop,path_grd_far_small_050,4.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3320020131.0,Drop,,path_grd_mid_small_012,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,
6230840,wave_tower_missilis_009,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,2410010231.0,path_fly_far_centurion_903,2410010231,Normal,,,,,,,path_fly_mid_small_018,,1210010131.0,Dash,1210020131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,path_grd_mid_elite1_802,3.0,1220010131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,2220040131.0,Drop,path_grd_mid_elite2_805,4.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Dash,3320060231.0,Drop,path_grd_mid_small_049,3120010131.0,Jump,3120010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,0,42,1,,path_grd_mid_small_052,8.0,2220030131.0,Drop,3227050331.0,Drop,3220070131.0,Drop,3220070131.0,Drop,path_fly_mid_small_050,,3110010131.0,Dash,3110010131.0,Dash,1210010131.0,Dash,1310010231.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230841,wave_tower_missilis_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2320050151.0,path_grd_mid_small_002,3220050151,Drop,3220050151.0,Drop,3220050151.0,Dash,2220040151.0,Dash,path_grd_mid_special_065,6.0,3120010151.0,Drop,3120010151.0,Drop,3220050151.0,Drop,2320050251.0,Drop,path_grd_far_small_009,8.0,3220070151.0,Jump,3220070151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,path_grd_mid_elite1_802,0.0,3220040151.0,Jump,3220040151.0,Jump,2220040151.0,Drop,2320050151.0,Drop,path_grd_far_small_050,3220070151.0,Drop,1220030151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230842,wave_tower_missilis_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2310010151.0,path_grd_mid_small_070,2220010151,Drop,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Jump,path_fly_mid_small_008,7.0,3210010151.0,Dash,3210030151.0,Dash,3210010151.0,Dash,2310010251.0,Dash,path_grd_close_small_036,7.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,path_grd_mid_elite1_802,0.0,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320020251.0,Drop,path_fly_mid_small_030,3210010151.0,Drop,3210030151.0,Drop,3210010151.0,Drop,2310010151.0,Dash,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230843,wave_tower_missilis_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320050151.0,path_grd_mid_special_025,1120010151,Jump,1120010151.0,Jump,3220050151.0,Drop,2320050251.0,Drop,path_fly_mid_small_030,10.0,1210020151.0,Drop,1210020151.0,Drop,1210020151.0,Drop,3210040151.0,Drop,path_grd_close_small_013,4.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_mid_elite1_802,0.0,3220050151.0,Dash,3220050151.0,Dash,1220050151.0,Drop,1320030251.0,Drop,path_grd_mid_special_025,3120010151.0,Dash,3120010151.0,Dash,1220050151.0,Drop,2320050151.0,Dash,6,51,0,6.0,path_grd_mid_small_043,3.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230844,wave_tower_missilis_009,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_fly_mid_small_005,1210020151,Normal,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,path_fly_mid_small_050,8.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Drop,path_grd_far_small_038,10.0,2220010151.0,Jump,2220010151.0,Jump,2220010151.0,Jump,2220010151.0,Jump,path_fly_mid_elite1_802,2.0,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,3310050251.0,Drop,path_grd_far_small_062,2220010151.0,Jump,2220010151.0,Jump,2220010151.0,Jump,3220020151.0,Dash,0,48,12,12.0,path_fly_mid_small_053,10.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Dash,path_grd_mid_small_076,10.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,20,path_fly_mid_elite1_802,1210020151.0,Normal,1210020151.0,Normal,1210040151.0,Normal,3310050251.0,Dash,,path_fly_mid_small_039,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,3310050251.0,Normal,,,,,,,,,,,15.0
6230845,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320030151.0,path_fly_far_small_022,1210030151,Dash,2210020151.0,Dash,2210020151.0,Dash,1210030151.0,Dash,path_fly_mid_small_033,,2210020151.0,Dash,1210030151.0,Dash,2210020151.0,Dash,2310060251.0,Drop,path_fly_mid_elite2_808,10.0,2210020151.0,Dash,1210030151.0,Dash,3310030251.0,Drop,3310030251.0,Drop,path_fly_mid_small_036,,1210030151.0,Drop,1210030151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_grd_mid_elite3_811,2220030151.0,Dash,2320020251.0,Drop,3320030251.0,Drop,3320030151.0,Drop,0,42,12,0.0,path_grd_far_small_038,8.0,3220060151.0,Dash,3220070151.0,Dash,3220060151.0,Dash,3220070151.0,Dash,path_grd_mid_small_043,8.0,3220070151.0,Dash,2220030151.0,Dash,3220070151.0,Dash,2220030151.0,Dash,,path_grd_mid_small_040,3220060151.0,Dash,3220060151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,,,,,,,,,,,,,,,,,,,,,
6230846,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2320030151.0,path_grd_mid_small_002,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,1220040151.0,Jump,path_grd_mid_elite1_802,,1220050151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,2320030251.0,Drop,path_fly_mid_small_021,,3210050151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,path_fly_mid_small_021,0.0,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,3210050151.0,Drop,path_grd_mid_elite1_802,1220050151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,2320030151.0,Drop,0,51,0,8.0,path_grd_mid_elite1_802,6.0,1220050151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,2320030251.0,Drop,path_grd_mid_small_070,,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230847,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3320050151.0,path_grd_mid_small_049,1220040151,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_grd_mid_elite2_808,5.0,1220040151.0,Dash,1220040151.0,Dash,2320020251.0,Drop,3320040251.0,Drop,path_grd_mid_small_008,,3220020151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3220020151.0,Drop,path_grd_mid_small_043,,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,path_grd_mid_elite2_808,1220040151.0,Dash,1220040151.0,Dash,3320050151.0,Drop,3320040251.0,Drop,6,48,0,0.0,path_grd_close_small_067,10.0,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,2320020251.0,Drop,path_grd_mid_small_040,,3220020151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,,path_grd_mid_small_037,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,
6230848,wave_tower_missilis_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,3320020151.0,path_grd_mid_small_005,2220020151,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,path_grd_mid_elite2_808,,2220020151.0,Dash,2220020151.0,Dash,3320050251.0,Drop,3320020251.0,Drop,path_grd_mid_small_043,8.0,2220020151.0,Dash,3220070151.0,Dash,2220020151.0,Dash,3220070151.0,Dash,path_grd_mid_small_011,,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,path_grd_mid_elite2_808,2220020151.0,Dash,2220020151.0,Dash,3320050251.0,Drop,3320020151.0,Drop,0,57,0,0.0,path_grd_mid_small_043,10.0,2220020151.0,Dash,3220070151.0,Dash,2220020151.0,Dash,3220070151.0,Dash,path_grd_mid_elite1_802,,2220020151.0,Dash,3220070151.0,Dash,2220020151.0,Dash,2320020251.0,Drop,,path_grd_mid_small_012,3220070151.0,Drop,3220070151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,,,,,,,,,,,,,,,,,,,,,
6230849,wave_tower_missilis_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_mid_small_034,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,2320060251.0,Drop,path_grd_mid_small_005,,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,path_grd_mid_small_070,8.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,2220050151.0,Normal,path_fly_mid_small_050,4.0,1220040151.0,Drop,2310040251.0,Drop,1220040151.0,Drop,1210040151.0,Normal,path_grd_mid_elite2_808,1220040151.0,Drop,1220040151.0,Drop,2320060251.0,Drop,3320040251.0,Drop,0,60,0,8.0,path_grd_mid_small_070,,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,2220050151.0,Dash,path_grd_mid_small_075,5.0,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,normal,path_fly_mid_small_050,1220040151.0,Drop,2310040251.0,Drop,1220040151.0,Drop,1210040151.0,Normal,,path_grd_mid_elite2_808,1220040151.0,Drop,1220040151.0,Drop,2320060151.0,Drop,3320040251.0,Drop,,,,,,,,,,,10.0
6230850,wave_tower_missilis_009,Campaign,180,7,False,False,point_grd_crystalchaimber,point_fly_crystalchaimber,sbg_cityforestundercrystalxbg001_001,CityForestUnder,Day,ibg_cityforestundercrystal_001,4520010121.0,b_g_crystalchaimber,4520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
